epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
131,5067.32,1.22546,2.49301,1.15037,0.79615,0.53371,0.56216,0.3552,1.93398,5.2581,1.63703,0.000571,0.000571,0.000571
132,5106.81,1.23169,2.51246,1.14248,0.83952,0.52787,0.56771,0.34631,1.89845,5.05561,1.6139,0.0005677,0.0005677,0.0005677
133,5145.27,1.24925,2.55246,1.15453,0.79487,0.54088,0.55205,0.34177,1.9252,5.29297,1.59133,0.0005644,0.0005644,0.0005644
134,5182.82,1.22244,2.52823,1.15444,0.81646,0.49369,0.54688,0.34106,1.93088,5.17917,1.6002,0.0005611,0.0005611,0.0005611
135,5220.73,1.22893,2.53233,1.14503,0.70954,0.5464,0.55492,0.34962,1.90275,5.31181,1.60861,0.0005578,0.0005578,0.0005578
136,5259.01,1.24032,2.52865,1.15837,0.79581,0.51854,0.55925,0.35572,1.89252,5.28061,1.59143,0.0005545,0.0005545,0.0005545
137,5299.4,1.22079,2.44831,1.13521,0.80645,0.53551,0.56378,0.35502,1.9264,5.29671,1.62646,0.0005512,0.0005512,0.0005512
138,5337.23,1.19889,2.39779,1.12666,0.82379,0.54979,0.57147,0.34749,1.91571,5.43659,1.64146,0.0005479,0.0005479,0.0005479
139,5374.39,1.21232,2.47844,1.13981,0.77902,0.53015,0.56714,0.3553,1.94644,5.16924,1.62765,0.0005446,0.0005446,0.0005446
140,5411.86,1.21863,2.47564,1.15154,0.74181,0.5431,0.5502,0.34396,1.92604,5.23773,1.60396,0.0005413,0.0005413,0.0005413
141,5449.15,1.19794,2.45227,1.13206,0.7947,0.53183,0.55825,0.34955,1.90155,5.13039,1.5875,0.000538,0.000538,0.000538
142,5486.59,1.20023,2.40416,1.13296,0.7811,0.5447,0.56786,0.34644,1.91396,5.14597,1.59331,0.0005347,0.0005347,0.0005347
143,5523.93,1.18923,2.44094,1.13188,0.83483,0.54201,0.57034,0.35551,1.88691,5.16804,1.60683,0.0005314,0.0005314,0.0005314
144,5562.14,1.19929,2.42234,1.13715,0.79092,0.5447,0.56866,0.35517,1.88347,5.19697,1.6,0.0005281,0.0005281,0.0005281
145,5599.55,1.20154,2.39273,1.12984,0.7554,0.54969,0.55999,0.35701,1.91024,5.40057,1.58644,0.0005248,0.0005248,0.0005248
146,5638.23,1.16936,2.35138,1.11081,0.82743,0.55686,0.583,0.36803,1.91555,5.38206,1.61275,0.0005215,0.0005215,0.0005215
147,5677.05,1.18105,2.36783,1.1233,0.77342,0.56398,0.58639,0.371,1.89016,5.17041,1.61529,0.0005182,0.0005182,0.0005182
148,5715.77,1.18825,2.41776,1.12993,0.82085,0.56987,0.58398,0.36753,1.85424,5.15689,1.54558,0.0005149,0.0005149,0.0005149
149,5752.92,1.20762,2.45927,1.14514,0.75841,0.54429,0.56747,0.36097,1.87228,5.15533,1.57719,0.0005116,0.0005116,0.0005116
150,5789.97,1.20191,2.39656,1.12279,0.85021,0.5212,0.58203,0.37338,1.85322,5.04836,1.58719,0.0005083,0.0005083,0.0005083
151,5829.15,1.19435,2.3721,1.13218,0.85004,0.54696,0.5808,0.37225,1.87537,5.19644,1.58979,0.000505,0.000505,0.000505
152,5866.66,1.1651,2.33041,1.11825,0.79366,0.55824,0.58662,0.38004,1.86815,5.06178,1.58766,0.0005017,0.0005017,0.0005017
153,5905.28,1.14719,2.25902,1.11014,0.79451,0.52913,0.56827,0.36547,1.84953,5.14761,1.57272,0.0004984,0.0004984,0.0004984
154,5942.85,1.14765,2.22887,1.08982,0.80914,0.54456,0.57674,0.37476,1.87511,5.08404,1.56072,0.0004951,0.0004951,0.0004951
155,5980.07,1.15294,2.30408,1.10939,0.76054,0.53199,0.5532,0.36758,1.86366,5.38878,1.57364,0.0004918,0.0004918,0.0004918
156,6018.62,1.14886,2.33759,1.10867,0.73151,0.55732,0.55454,0.36626,1.84892,5.29368,1.56694,0.0004885,0.0004885,0.0004885
157,6055.82,1.12502,2.25978,1.09684,0.7661,0.55785,0.5744,0.37633,1.84596,5.04326,1.5445,0.0004852,0.0004852,0.0004852
158,6093.84,1.13047,2.23024,1.09319,0.77501,0.5579,0.56573,0.37873,1.80834,5.09918,1.53002,0.0004819,0.0004819,0.0004819
159,6130.93,1.1343,2.25805,1.09183,0.77645,0.5695,0.57952,0.38225,1.8494,5.10942,1.55502,0.0004786,0.0004786,0.0004786
160,6169.86,1.14916,2.31451,1.11286,0.79402,0.54597,0.57241,0.37208,1.87547,5.23347,1.57239,0.0004753,0.0004753,0.0004753
161,6207.62,1.13906,2.29229,1.10322,0.83082,0.53254,0.58079,0.38044,1.85841,5.00512,1.55993,0.000472,0.000472,0.000472
162,6244.89,1.12913,2.23344,1.09184,0.79493,0.56577,0.57303,0.37909,1.87405,5.14204,1.58743,0.0004687,0.0004687,0.0004687
163,6282.52,1.11316,2.20301,1.08989,0.82584,0.51629,0.56917,0.37027,1.82572,5.13479,1.54595,0.0004654,0.0004654,0.0004654
164,6320.7,1.12707,2.235,1.09041,0.82891,0.52872,0.57018,0.37593,1.85466,5.14588,1.53149,0.0004621,0.0004621,0.0004621
165,6358.11,1.12482,2.24913,1.10329,0.78159,0.56079,0.57339,0.37566,1.84545,5.06864,1.57003,0.0004588,0.0004588,0.0004588
166,6397.18,1.1425,2.25333,1.10603,0.78151,0.55188,0.56718,0.37901,1.85401,5.34473,1.55642,0.0004555,0.0004555,0.0004555
167,6434.86,1.09359,2.14939,1.0766,0.81994,0.5406,0.56899,0.37733,1.85383,5.13552,1.54785,0.0004522,0.0004522,0.0004522
168,6473.09,1.0703,2.08519,1.05876,0.81696,0.54231,0.5662,0.37946,1.80825,4.91536,1.55453,0.0004489,0.0004489,0.0004489
169,6512.27,1.11924,2.26523,1.09374,0.81688,0.54753,0.57912,0.39027,1.86337,4.94729,1.55894,0.0004456,0.0004456,0.0004456
170,6551.24,1.08795,2.13435,1.07168,0.75292,0.57171,0.58046,0.39308,1.79301,4.88451,1.54637,0.0004423,0.0004423,0.0004423
171,6590.6,1.08964,2.14945,1.07614,0.77396,0.55062,0.568,0.37343,1.84784,4.99235,1.56728,0.000439,0.000439,0.000439
172,6627.62,1.09845,2.15569,1.07847,0.78245,0.55697,0.57269,0.37414,1.82867,5.02289,1.58015,0.0004357,0.0004357,0.0004357
173,6667.92,1.13206,2.22667,1.09782,0.81538,0.54383,0.56258,0.37691,1.81166,5.04611,1.59399,0.0004324,0.0004324,0.0004324
174,6706.42,1.11654,2.25786,1.0921,0.85141,0.54798,0.5869,0.38669,1.80305,5.04327,1.57991,0.0004291,0.0004291,0.0004291
175,6743.97,1.0623,2.092,1.06713,0.8166,0.55024,0.59086,0.38783,1.79752,4.92289,1.55147,0.0004258,0.0004258,0.0004258
176,6782.5,1.08845,2.1288,1.08075,0.80351,0.55969,0.57987,0.38732,1.81805,5.12289,1.58297,0.0004225,0.0004225,0.0004225
177,6820.34,1.05367,2.07578,1.06522,0.7393,0.53947,0.56487,0.38242,1.82666,5.20866,1.56164,0.0004192,0.0004192,0.0004192
178,6858.53,1.08673,2.17902,1.08378,0.80668,0.52718,0.57677,0.39138,1.79767,5.17955,1.54724,0.0004159,0.0004159,0.0004159
179,6896.14,1.07871,2.14859,1.07306,0.78196,0.5464,0.57535,0.39255,1.78696,4.9906,1.55812,0.0004126,0.0004126,0.0004126
180,6933.6,1.0765,2.09694,1.06539,0.7812,0.55191,0.57186,0.38584,1.80021,4.99792,1.54944,0.0004093,0.0004093,0.0004093
181,6971.25,1.05343,2.06424,1.05843,0.8073,0.53142,0.56236,0.38428,1.80586,5.20846,1.57362,0.000406,0.000406,0.000406
