epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,3829.49,1.05294,0.76918,1.05944,0.77476,0.56012,0.57895,0.41148,1.66298,1.7479,1.56527,0.000682303,0.000682303,0.000682303
181,3851.49,1.06233,0.80001,1.07709,0.81537,0.54329,0.58153,0.39854,1.65231,1.68593,1.55638,0.000676802,0.000676802,0.000676802
182,3871.93,1.06173,0.77282,1.05383,0.78644,0.54184,0.58439,0.41081,1.61657,1.65512,1.54759,0.000671301,0.000671301,0.000671301
183,3892.39,1.04088,0.75059,1.0481,0.77832,0.55489,0.57282,0.39569,1.66451,1.65681,1.55477,0.0006658,0.0006658,0.0006658
184,3912.99,1.02094,0.75663,1.05713,0.81771,0.53839,0.58765,0.41161,1.65386,1.61306,1.61068,0.000660299,0.000660299,0.000660299
185,3935.01,1.06046,0.75966,1.08953,0.81665,0.53426,0.5782,0.39699,1.72218,1.76725,1.61251,0.000654798,0.000654798,0.000654798
186,3955.45,1.03954,0.73994,1.0529,0.79026,0.55177,0.59023,0.40234,1.62071,1.58338,1.57281,0.000649297,0.000649297,0.000649297
187,3975.88,1.05686,0.74721,1.06257,0.83742,0.53686,0.57927,0.39373,1.66309,1.65333,1.58909,0.000643795,0.000643795,0.000643795
188,3996.35,1.01784,0.73904,1.05275,0.78273,0.55612,0.57693,0.39279,1.63768,1.70282,1.5559,0.000638294,0.000638294,0.000638294
189,4016.7,1.02234,0.75313,1.04513,0.84906,0.54503,0.58716,0.39976,1.63177,1.60892,1.58637,0.000632793,0.000632793,0.000632793
190,4037.18,1.06033,0.75083,1.06698,0.8437,0.52886,0.58079,0.39993,1.643,1.70309,1.56281,0.000627292,0.000627292,0.000627292
191,4057.61,1.0263,0.7378,1.04401,0.83725,0.55032,0.58134,0.40629,1.65034,1.67134,1.57109,0.000621791,0.000621791,0.000621791
192,4078.04,1.01381,0.74359,1.05431,0.81378,0.56079,0.58284,0.40975,1.64046,1.68955,1.53988,0.00061629,0.00061629,0.00061629
193,4098.47,1.00319,0.73535,1.04649,0.7897,0.53606,0.57653,0.40053,1.68826,1.74586,1.58809,0.000610789,0.000610789,0.000610789
194,4118.95,1.02336,0.75632,1.05684,0.8069,0.54131,0.58351,0.41908,1.62995,1.61712,1.56138,0.000605288,0.000605288,0.000605288
195,4141.03,1.00857,0.73262,1.03699,0.80345,0.52815,0.57459,0.40648,1.67966,1.74623,1.59411,0.000599787,0.000599787,0.000599787
196,4161.45,1.02284,0.74683,1.05862,0.81388,0.5637,0.57829,0.4142,1.609,1.62741,1.56992,0.000594286,0.000594286,0.000594286
197,4181.85,1.00535,0.73818,1.03722,0.77359,0.56735,0.57598,0.40331,1.64962,1.63995,1.61298,0.000588784,0.000588784,0.000588784
198,4202.31,1.01459,0.7219,1.03996,0.8007,0.53217,0.56786,0.39811,1.61776,1.66787,1.55689,0.000583283,0.000583283,0.000583283
199,4222.78,0.99976,0.72096,1.04231,0.80165,0.56025,0.57241,0.40318,1.61888,1.66438,1.57225,0.000577782,0.000577782,0.000577782
200,4243.23,0.99221,0.7176,1.0228,0.81432,0.55304,0.56897,0.39987,1.60163,1.61651,1.54253,0.000572281,0.000572281,0.000572281
201,4263.61,0.98859,0.70193,1.03251,0.81661,0.54131,0.56162,0.41157,1.57704,1.58739,1.55589,0.00056678,0.00056678,0.00056678
202,4284.05,0.98926,0.71477,1.03736,0.79001,0.56082,0.5855,0.41829,1.5919,1.60153,1.54596,0.000561279,0.000561279,0.000561279
203,4304.44,1.00929,0.74987,1.06107,0.81351,0.5597,0.57826,0.41753,1.55948,1.62093,1.52732,0.000555778,0.000555778,0.000555778
204,4324.89,0.96699,0.69035,1.03639,0.77851,0.55425,0.57497,0.41362,1.5987,1.58874,1.54368,0.000550277,0.000550277,0.000550277
205,4345.23,0.97052,0.69745,1.03766,0.80753,0.55574,0.57684,0.41044,1.63346,1.64157,1.56596,0.000544776,0.000544776,0.000544776
206,4365.75,0.98762,0.70293,1.04105,0.85597,0.54889,0.56962,0.41477,1.5722,1.60863,1.53835,0.000539275,0.000539275,0.000539275
207,4386.23,0.92597,0.67935,1.00418,0.82116,0.56421,0.58055,0.41683,1.56115,1.60247,1.49745,0.000533773,0.000533773,0.000533773
208,4406.59,0.97207,0.69321,1.02679,0.84671,0.54789,0.58215,0.40583,1.61426,1.65944,1.55561,0.000528272,0.000528272,0.000528272
209,4426.98,0.97049,0.71399,1.03827,0.83564,0.53522,0.56377,0.42089,1.57979,1.60778,1.5557,0.000522771,0.000522771,0.000522771
210,4448.99,0.97688,0.69973,1.03191,0.79993,0.56818,0.58028,0.41496,1.62243,1.63242,1.57674,0.00051727,0.00051727,0.00051727
211,4469.42,0.96154,0.71473,1.0233,0.81178,0.54955,0.5795,0.42007,1.54803,1.5812,1.52255,0.000511769,0.000511769,0.000511769
212,4489.86,0.94763,0.69282,1.01122,0.81917,0.56818,0.58998,0.42958,1.5625,1.56864,1.55946,0.000506268,0.000506268,0.000506268
213,4512.06,0.96627,0.68382,1.01472,0.84735,0.54903,0.58436,0.42542,1.59305,1.64251,1.58821,0.000500767,0.000500767,0.000500767
214,4532.53,0.9519,0.65845,1.02137,0.80391,0.55854,0.57811,0.43022,1.54184,1.58734,1.52891,0.000495266,0.000495266,0.000495266
215,4554.71,0.95728,0.69284,1.04496,0.80724,0.55979,0.57834,0.42957,1.55612,1.61048,1.56548,0.000489765,0.000489765,0.000489765
216,4575.08,0.96942,0.69577,1.03174,0.85362,0.53911,0.57811,0.41871,1.55525,1.60351,1.54781,0.000484263,0.000484263,0.000484263
217,4595.55,0.94986,0.6827,1.01285,0.86671,0.55027,0.58666,0.42995,1.50823,1.55343,1.51755,0.000478762,0.000478762,0.000478762
218,4615.95,0.94762,0.68071,1.01989,0.8021,0.56818,0.58604,0.43455,1.54609,1.52815,1.54827,0.000473261,0.000473261,0.000473261
219,4638.16,0.95946,0.68294,1.03259,0.85161,0.55962,0.59606,0.43671,1.53442,1.59793,1.50981,0.00046776,0.00046776,0.00046776
220,4660.29,0.9265,0.64506,0.99962,0.84992,0.55375,0.58987,0.43447,1.52735,1.54517,1.50126,0.000462259,0.000462259,0.000462259
221,4680.75,0.91728,0.65721,1.00578,0.8029,0.57618,0.57793,0.42929,1.54598,1.54465,1.52387,0.000456758,0.000456758,0.000456758
222,4701.14,0.9427,0.66482,1.01744,0.86844,0.5528,0.59384,0.43247,1.48098,1.56913,1.52055,0.000451257,0.000451257,0.000451257
223,4721.62,0.91386,0.66463,1.02218,0.85015,0.5772,0.60178,0.45012,1.53208,1.55701,1.52017,0.000445756,0.000445756,0.000445756
224,4743.64,0.92769,0.65911,1.01394,0.82493,0.57269,0.59814,0.44656,1.56939,1.60656,1.55922,0.000440255,0.000440255,0.000440255
225,4764.08,0.91879,0.64973,0.99845,0.85997,0.56878,0.60575,0.44546,1.47205,1.52268,1.4752,0.000434754,0.000434754,0.000434754
226,4784.51,0.91977,0.65977,1.02315,0.82787,0.5711,0.60166,0.44061,1.52744,1.58741,1.50637,0.000429253,0.000429253,0.000429253
227,4805.03,0.88912,0.64589,0.9846,0.82822,0.57406,0.5977,0.44315,1.52343,1.56142,1.52599,0.000423751,0.000423751,0.000423751
228,4825.38,0.91296,0.64283,1.0023,0.85794,0.56223,0.59326,0.43066,1.53659,1.59417,1.53281,0.00041825,0.00041825,0.00041825
229,4845.8,0.88083,0.62877,1.00244,0.86558,0.5653,0.58608,0.42535,1.52989,1.63097,1.51919,0.000412749,0.000412749,0.000412749
230,4866.17,0.88789,0.63142,0.99956,0.86877,0.55294,0.60318,0.44144,1.51625,1.53625,1.52607,0.000407248,0.000407248,0.000407248
231,4886.66,0.9276,0.63857,0.99755,0.85883,0.56367,0.59744,0.44728,1.51516,1.54318,1.51023,0.000401747,0.000401747,0.000401747
232,4907.02,0.91355,0.63692,0.99942,0.85251,0.56872,0.60048,0.45177,1.47925,1.5506,1.49044,0.000396246,0.000396246,0.000396246
233,4929.11,0.90205,0.64063,0.99367,0.8515,0.56333,0.59443,0.44458,1.51204,1.54163,1.50957,0.000390745,0.000390745,0.000390745
234,4949.47,0.87505,0.61284,0.99777,0.79197,0.57095,0.59195,0.43758,1.49035,1.5276,1.50058,0.000385244,0.000385244,0.000385244
235,4969.98,0.87624,0.62359,0.98898,0.84822,0.57864,0.60099,0.44953,1.45584,1.47967,1.4633,0.000379743,0.000379743,0.000379743
236,4990.35,0.9018,0.65402,1.00143,0.86214,0.57269,0.5937,0.4467,1.50712,1.52001,1.49758,0.000374242,0.000374242,0.000374242
237,5010.76,0.90075,0.63416,1.00373,0.86912,0.57071,0.60392,0.44505,1.48882,1.52069,1.52034,0.00036874,0.00036874,0.00036874
238,5031.23,0.85557,0.60357,0.97404,0.86607,0.5662,0.60387,0.44259,1.51203,1.56213,1.53312,0.000363239,0.000363239,0.000363239
239,5051.67,0.8609,0.59788,0.98139,0.89108,0.53141,0.58758,0.42755,1.53806,1.60728,1.56833,0.000357738,0.000357738,0.000357738
240,5072.2,0.89488,0.63157,0.99225,0.82237,0.58009,0.59144,0.43146,1.56329,1.54582,1.52434,0.000352237,0.000352237,0.000352237
241,5092.55,0.84786,0.59594,0.96613,0.82043,0.58978,0.59784,0.43226,1.5114,1.56733,1.52515,0.000346736,0.000346736,0.000346736
242,5113.02,0.88702,0.63198,0.99956,0.87424,0.55555,0.59482,0.44889,1.51903,1.56113,1.54516,0.000341235,0.000341235,0.000341235
243,5133.43,0.87371,0.61259,0.98532,0.87135,0.57612,0.59796,0.44764,1.49571,1.55719,1.5299,0.000335734,0.000335734,0.000335734
244,5153.92,0.85337,0.60482,0.98449,0.84851,0.57387,0.59458,0.43888,1.52301,1.54982,1.52837,0.000330233,0.000330233,0.000330233
245,5174.34,0.85723,0.60775,0.99785,0.81308,0.58009,0.59532,0.44165,1.4889,1.54702,1.51085,0.000324732,0.000324732,0.000324732
246,5194.78,0.85966,0.60373,0.98834,0.90769,0.55772,0.59763,0.43862,1.47993,1.51024,1.53104,0.000319231,0.000319231,0.000319231
247,5215.22,0.86977,0.62438,0.99061,0.91006,0.5627,0.60603,0.45437,1.47469,1.47495,1.52093,0.000313729,0.000313729,0.000313729
248,5237.4,0.86948,0.61401,0.98911,0.91689,0.5597,0.59888,0.44397,1.46972,1.46458,1.48036,0.000308228,0.000308228,0.000308228
249,5257.81,0.85064,0.60244,0.98865,0.91448,0.54041,0.59303,0.44152,1.48378,1.52422,1.50751,0.000302727,0.000302727,0.000302727
250,5278.36,0.829,0.58855,0.96661,0.84626,0.57392,0.59658,0.45164,1.46515,1.44838,1.51277,0.000297226,0.000297226,0.000297226
251,5298.84,0.86924,0.60813,1.00169,0.90402,0.56361,0.59204,0.45432,1.44255,1.50835,1.48499,0.000291725,0.000291725,0.000291725
252,5319.31,0.84751,0.5982,0.97886,0.86322,0.57413,0.59372,0.44277,1.43224,1.47169,1.46186,0.000286224,0.000286224,0.000286224
253,5339.69,0.8596,0.60188,0.97217,0.86955,0.56059,0.59945,0.4496,1.41124,1.46308,1.44694,0.000280723,0.000280723,0.000280723
254,5360.19,0.83974,0.59932,0.9908,0.88227,0.56183,0.59486,0.4517,1.42503,1.484,1.46102,0.000275222,0.000275222,0.000275222
255,5380.67,0.82148,0.58111,0.96639,0.87296,0.56818,0.60009,0.45666,1.43382,1.49854,1.45576,0.000269721,0.000269721,0.000269721
256,5402.78,0.82312,0.58579,0.97069,0.87783,0.56818,0.60374,0.46166,1.42664,1.44274,1.47709,0.00026422,0.00026422,0.00026422
257,5424.82,0.84142,0.58077,0.98074,0.86751,0.58313,0.60521,0.45664,1.42505,1.45573,1.49017,0.000258718,0.000258718,0.000258718
258,5445.6,0.83876,0.57757,0.97011,0.83735,0.57993,0.60464,0.45323,1.44522,1.4765,1.50441,0.000253217,0.000253217,0.000253217
259,5466.18,0.83148,0.59263,0.97735,0.8616,0.58207,0.60206,0.45553,1.40784,1.42627,1.48973,0.000247716,0.000247716,0.000247716
260,5486.68,0.80764,0.56154,0.95711,0.85503,0.57612,0.60437,0.46356,1.41834,1.4263,1.51041,0.000242215,0.000242215,0.000242215
261,5508.82,0.82359,0.5866,0.98826,0.85129,0.58674,0.60593,0.4605,1.44645,1.53479,1.52394,0.000236714,0.000236714,0.000236714
262,5529.32,0.81924,0.58285,0.97647,0.84898,0.58207,0.60516,0.46735,1.40447,1.4942,1.48002,0.000231213,0.000231213,0.000231213
263,5551.44,0.82959,0.5824,0.96531,0.86639,0.57439,0.59822,0.45526,1.41271,1.48856,1.47955,0.000225712,0.000225712,0.000225712
264,5571.92,0.80098,0.56098,0.96154,0.86231,0.58051,0.60264,0.45036,1.43953,1.50837,1.50459,0.000220211,0.000220211,0.000220211
265,5592.36,0.79587,0.55907,0.95287,0.87013,0.56481,0.58631,0.45702,1.42756,1.50743,1.4879,0.00021471,0.00021471,0.00021471
266,5612.82,0.80471,0.57649,0.96729,0.84798,0.58856,0.60325,0.46342,1.40272,1.47642,1.46459,0.000209209,0.000209209,0.000209209
267,5633.19,0.7934,0.56699,0.96166,0.90479,0.57921,0.5992,0.46751,1.41048,1.47615,1.46726,0.000203707,0.000203707,0.000203707
268,5655.35,0.80292,0.56623,0.95867,0.8755,0.58343,0.5976,0.45733,1.38318,1.43909,1.45795,0.000198206,0.000198206,0.000198206
269,5675.76,0.80208,0.56389,0.95666,0.87062,0.57672,0.59577,0.45169,1.38763,1.47555,1.45892,0.000192705,0.000192705,0.000192705
270,5696.29,0.7925,0.55623,0.96408,0.87075,0.56818,0.59714,0.45289,1.39033,1.45619,1.46106,0.000187204,0.000187204,0.000187204
271,5716.8,0.79136,0.54786,0.94915,0.85984,0.58662,0.60023,0.46547,1.3964,1.47976,1.46617,0.000181703,0.000181703,0.000181703
272,5737.23,0.78457,0.54364,0.94286,0.88892,0.56818,0.59812,0.46851,1.39247,1.47077,1.46123,0.000176202,0.000176202,0.000176202
273,5759.38,0.78684,0.56489,0.96495,0.87487,0.57612,0.59312,0.46329,1.39494,1.46952,1.4543,0.000170701,0.000170701,0.000170701
274,5779.77,0.78306,0.5493,0.94903,0.88082,0.57612,0.59919,0.46567,1.39667,1.4629,1.47098,0.0001652,0.0001652,0.0001652
275,5800.29,0.78241,0.54621,0.95815,0.88764,0.57413,0.59371,0.46828,1.39974,1.53135,1.49202,0.000159699,0.000159699,0.000159699
276,5820.68,0.78902,0.55472,0.95756,0.86408,0.58122,0.59733,0.46683,1.35815,1.47582,1.44509,0.000154198,0.000154198,0.000154198
277,5841.13,0.76605,0.54057,0.95257,0.86213,0.5781,0.60335,0.46145,1.35688,1.45852,1.43877,0.000148696,0.000148696,0.000148696
278,5861.52,0.76717,0.54541,0.96199,0.88968,0.58009,0.60452,0.47024,1.36074,1.44867,1.44433,0.000143195,0.000143195,0.000143195
279,5883.88,0.78454,0.54853,0.95231,0.87444,0.58009,0.602,0.46786,1.37038,1.46236,1.46398,0.000137694,0.000137694,0.000137694
280,5904.26,0.78517,0.54935,0.96458,0.89473,0.58207,0.60567,0.46848,1.36813,1.42527,1.44702,0.000132193,0.000132193,0.000132193
281,5924.74,0.74718,0.52907,0.93384,0.8961,0.57413,0.59942,0.4716,1.39782,1.46278,1.47388,0.000126692,0.000126692,0.000126692
282,5946.83,0.7411,0.52296,0.94399,0.90337,0.57413,0.60084,0.46782,1.38889,1.47266,1.46648,0.000121191,0.000121191,0.000121191
283,5967.25,0.77967,0.56242,0.96472,0.89721,0.57496,0.60041,0.47137,1.36035,1.4499,1.45319,0.00011569,0.00011569,0.00011569
284,5987.69,0.76568,0.55441,0.95053,0.87103,0.58604,0.59942,0.46499,1.38433,1.44967,1.45617,0.000110189,0.000110189,0.000110189
285,6008.13,0.7351,0.52536,0.94125,0.89205,0.5781,0.60423,0.47282,1.38092,1.42851,1.45999,0.000104688,0.000104688,0.000104688
286,6030.22,0.76119,0.53553,0.95363,0.8879,0.58235,0.60312,0.47548,1.37278,1.43207,1.45541,9.91865e-05,9.91865e-05,9.91865e-05
287,6052.37,0.7782,0.54291,0.94863,0.88228,0.58125,0.60335,0.47582,1.3721,1.45866,1.45294,9.36854e-05,9.36854e-05,9.36854e-05
288,6074.4,0.77438,0.5389,0.95527,0.90094,0.57647,0.60414,0.47247,1.37071,1.47279,1.45954,8.81843e-05,8.81843e-05,8.81843e-05
289,6094.86,0.74105,0.53136,0.95119,0.89132,0.57614,0.59967,0.46575,1.38505,1.47853,1.46294,8.26832e-05,8.26832e-05,8.26832e-05
290,6115.4,0.75535,0.52984,0.95099,0.90113,0.57612,0.59977,0.47107,1.35517,1.45031,1.44772,7.71821e-05,7.71821e-05,7.71821e-05
291,6151.5,0.69513,0.48549,0.92674,0.89575,0.58132,0.6034,0.47093,1.3717,1.42335,1.45389,7.1681e-05,7.1681e-05,7.1681e-05
292,6171.88,0.72515,0.49363,0.94346,0.89591,0.57961,0.6058,0.47118,1.38967,1.40005,1.46097,6.61799e-05,6.61799e-05,6.61799e-05
293,6192.33,0.69545,0.48388,0.93108,0.88271,0.58856,0.60296,0.46603,1.41488,1.4506,1.48119,6.06788e-05,6.06788e-05,6.06788e-05
294,6212.78,0.69531,0.48452,0.92862,0.90411,0.57589,0.60225,0.46949,1.41732,1.48249,1.48758,5.51777e-05,5.51777e-05,5.51777e-05
295,6233.16,0.72566,0.49663,0.94012,0.89707,0.58009,0.60073,0.46805,1.40322,1.48328,1.48252,4.96766e-05,4.96766e-05,4.96766e-05
296,6253.44,0.69429,0.46658,0.926,0.89733,0.5781,0.60098,0.46648,1.39256,1.46846,1.47817,4.41755e-05,4.41755e-05,4.41755e-05
297,6273.81,0.69276,0.47983,0.93688,0.89227,0.58207,0.5981,0.46371,1.40952,1.47444,1.47986,3.86744e-05,3.86744e-05,3.86744e-05
298,6294.18,0.68758,0.46118,0.92184,0.89921,0.57446,0.59937,0.4629,1.38692,1.47349,1.4703,3.31733e-05,3.31733e-05,3.31733e-05
299,6314.53,0.69836,0.48514,0.93641,0.90862,0.57059,0.59947,0.46782,1.38163,1.46414,1.45296,2.76722e-05,2.76722e-05,2.76722e-05
300,6334.82,0.6811,0.4586,0.92607,0.90415,0.57017,0.59977,0.46332,1.38592,1.45878,1.46352,2.21711e-05,2.21711e-05,2.21711e-05
