epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,7108.68,1.63861,1.53184,1.48948,0.60182,0.35624,0.38649,0.15504,2.35866,2.13637,1.89033,0.000682303,0.000682303,0.000682303
181,7155.29,1.64241,1.57846,1.52357,0.53605,0.36706,0.40332,0.18741,2.24022,2.1008,1.83654,0.000676802,0.000676802,0.000676802
182,7202.55,1.63818,1.56491,1.51088,0.54512,0.39176,0.39631,0.17396,2.22418,2.13398,1.83578,0.000671301,0.000671301,0.000671301
183,7244.76,1.63768,1.57229,1.51202,0.58414,0.35837,0.38658,0.16755,2.24698,2.15992,1.82424,0.0006658,0.0006658,0.0006658
184,7284.64,1.63489,1.56239,1.50598,0.5577,0.37611,0.41431,0.18757,2.18073,2.21007,1.79373,0.000660299,0.000660299,0.000660299
185,7330.62,1.67805,1.60874,1.54045,0.49451,0.3824,0.39264,0.15594,2.30941,2.17117,1.86979,0.000654798,0.000654798,0.000654798
186,7375.31,1.62325,1.56094,1.51644,0.52807,0.38677,0.37924,0.15179,2.29242,2.32403,1.84999,0.000649297,0.000649297,0.000649297
187,7416.84,1.65077,1.55838,1.52461,0.48818,0.39646,0.41048,0.16848,2.32348,2.15734,1.85721,0.000643795,0.000643795,0.000643795
188,7458.65,1.61426,1.54842,1.51347,0.55496,0.37236,0.37656,0.1582,2.33175,2.20012,1.89397,0.000638294,0.000638294,0.000638294
189,7500.86,1.62456,1.54055,1.5106,0.61505,0.35408,0.36448,0.15902,2.38022,2.39915,1.93013,0.000632793,0.000632793,0.000632793
190,7544.29,1.61904,1.54959,1.50361,0.56646,0.38682,0.39856,0.16779,2.31123,2.2214,1.87575,0.000627292,0.000627292,0.000627292
191,7587.72,1.61502,1.51598,1.48604,0.66422,0.39962,0.42453,0.188,2.17681,2.26505,1.78349,0.000621791,0.000621791,0.000621791
192,7633.96,1.59354,1.49471,1.49676,0.61624,0.41937,0.43566,0.20885,2.1618,2.11006,1.74811,0.00061629,0.00061629,0.00061629
193,7678.72,1.56005,1.43499,1.46498,0.52244,0.42875,0.41894,0.20177,2.18085,2.15784,1.7958,0.000610789,0.000610789,0.000610789
194,7717.76,1.5777,1.45562,1.46713,0.59347,0.37264,0.39323,0.17402,2.21338,2.25612,1.7946,0.000605288,0.000605288,0.000605288
195,7757.74,1.59537,1.50209,1.45846,0.62158,0.3575,0.40814,0.19243,2.13384,2.17404,1.76645,0.000599787,0.000599787,0.000599787
196,7798.36,1.58062,1.50909,1.46727,0.5847,0.39989,0.43494,0.19557,2.15542,2.13697,1.78925,0.000594286,0.000594286,0.000594286
197,7841.41,1.62116,1.50402,1.50365,0.58751,0.43434,0.43734,0.19785,2.19271,2.10875,1.76475,0.000588784,0.000588784,0.000588784
198,7883.2,1.57569,1.45074,1.45764,0.64409,0.42713,0.44721,0.20537,2.20347,2.02225,1.77169,0.000583283,0.000583283,0.000583283
199,7924.68,1.57363,1.48461,1.4764,0.67487,0.36346,0.40562,0.1831,2.20078,2.25354,1.77831,0.000577782,0.000577782,0.000577782
200,7966.15,1.55439,1.42904,1.47723,0.53711,0.41746,0.4387,0.20218,2.16256,2.05384,1.75787,0.000572281,0.000572281,0.000572281
201,8006.68,1.59177,1.49835,1.47989,0.44462,0.42971,0.37982,0.19113,2.15367,2.18407,1.7773,0.00056678,0.00056678,0.00056678
202,8048.66,1.6024,1.46464,1.46981,0.61579,0.39701,0.41943,0.19954,2.14783,2.20409,1.76526,0.000561279,0.000561279,0.000561279
203,8094.86,1.55362,1.45732,1.46951,0.62454,0.3824,0.42031,0.21008,2.16503,2.12802,1.80269,0.000555778,0.000555778,0.000555778
204,8140.47,1.52431,1.38998,1.42557,0.61198,0.4092,0.43405,0.21684,2.16968,2.12032,1.81043,0.000550277,0.000550277,0.000550277
205,8188.46,1.52863,1.37942,1.43954,0.64172,0.43975,0.46755,0.22676,2.18006,2.09851,1.76578,0.000544776,0.000544776,0.000544776
206,8231.06,1.57326,1.42685,1.48239,0.56705,0.43813,0.46227,0.2081,2.20296,2.09232,1.76739,0.000539275,0.000539275,0.000539275
207,8270.2,1.54511,1.39883,1.45049,0.71333,0.36905,0.44543,0.22677,2.10561,2.07745,1.73347,0.000533773,0.000533773,0.000533773
208,8312.6,1.53693,1.36992,1.43743,0.60294,0.4375,0.45302,0.23268,2.12495,2.03679,1.73513,0.000528272,0.000528272,0.000528272
209,8355.77,1.52371,1.35507,1.42914,0.7065,0.41738,0.48022,0.23129,2.16398,2.07988,1.72929,0.000522771,0.000522771,0.000522771
210,8395.72,1.51143,1.35173,1.41604,0.53919,0.43964,0.45606,0.22217,2.15406,2.11442,1.75694,0.00051727,0.00051727,0.00051727
211,8435.2,1.49065,1.34707,1.42079,0.69628,0.42662,0.47539,0.23394,2.17283,2.06995,1.76854,0.000511769,0.000511769,0.000511769
212,8479.37,1.55234,1.37951,1.43853,0.6302,0.42983,0.48003,0.23456,2.17412,2.04654,1.75241,0.000506268,0.000506268,0.000506268
213,8522.95,1.55714,1.40676,1.47338,0.61115,0.44877,0.47684,0.23431,2.12022,2.14787,1.73181,0.000500767,0.000500767,0.000500767
214,8567.07,1.53669,1.39568,1.45977,0.62152,0.4347,0.47837,0.24016,2.08078,2.04592,1.69919,0.000495266,0.000495266,0.000495266
215,8616.35,1.54308,1.4255,1.46762,0.63112,0.41685,0.45672,0.21852,2.14282,2.13587,1.7338,0.000489765,0.000489765,0.000489765
216,8658.82,1.49248,1.32399,1.38752,0.69167,0.41051,0.48176,0.22326,2.1338,2.01225,1.73748,0.000484263,0.000484263,0.000484263
217,8701.21,1.47877,1.32106,1.42135,0.67782,0.44384,0.4718,0.23618,2.07574,2.09919,1.71389,0.000478762,0.000478762,0.000478762
218,8742.32,1.49821,1.3374,1.41615,0.62871,0.42677,0.47212,0.23791,2.05413,2.04172,1.68658,0.000473261,0.000473261,0.000473261
219,8784.25,1.48557,1.31683,1.40798,0.6492,0.42136,0.47271,0.23703,2.033,2.03824,1.68679,0.00046776,0.00046776,0.00046776
220,8826.64,1.49011,1.33535,1.41679,0.59891,0.48304,0.49924,0.25383,1.98348,1.94476,1.65099,0.000462259,0.000462259,0.000462259
221,8871.87,1.47857,1.33082,1.40194,0.66469,0.42965,0.49532,0.24547,2.07302,2.06245,1.69373,0.000456758,0.000456758,0.000456758
222,8913.84,1.50826,1.33457,1.43281,0.72579,0.44264,0.48372,0.25077,2.05161,2.15242,1.69251,0.000451257,0.000451257,0.000451257
223,8955.24,1.44238,1.26779,1.39058,0.65452,0.48052,0.50727,0.26362,2.00485,1.94967,1.65962,0.000445756,0.000445756,0.000445756
224,8998.97,1.48297,1.30536,1.41999,0.66795,0.46753,0.49514,0.25404,2.03197,2.04876,1.68863,0.000440255,0.000440255,0.000440255
225,9040.19,1.49459,1.3538,1.41916,0.67045,0.44193,0.48254,0.24036,2.06807,2.05258,1.72386,0.000434754,0.000434754,0.000434754
226,9081.44,1.44833,1.26964,1.38767,0.65528,0.47712,0.52141,0.26442,2.01124,1.98679,1.66296,0.000429253,0.000429253,0.000429253
227,9125.63,1.45312,1.26052,1.40899,0.68012,0.46068,0.49829,0.24008,2.1105,2.01176,1.72471,0.000423751,0.000423751,0.000423751
228,9166.3,1.45429,1.27635,1.40473,0.5686,0.50983,0.50197,0.25497,2.10427,1.9557,1.7141,0.00041825,0.00041825,0.00041825
229,9207.16,1.44258,1.25718,1.40824,0.68818,0.42785,0.46788,0.24964,2.03434,2.03796,1.68213,0.000412749,0.000412749,0.000412749
230,9247.6,1.4364,1.27088,1.4024,0.66245,0.43227,0.47252,0.25175,2.0394,1.99825,1.6824,0.000407248,0.000407248,0.000407248
231,9288.44,1.45932,1.28406,1.38684,0.66938,0.47962,0.51391,0.2775,1.99167,1.91426,1.67144,0.000401747,0.000401747,0.000401747
232,9335.37,1.45899,1.22956,1.37914,0.73652,0.48749,0.51268,0.2732,2.04587,2.00429,1.69526,0.000396246,0.000396246,0.000396246
233,9376.45,1.45085,1.26226,1.40254,0.61353,0.4775,0.49024,0.26816,2.01963,1.98656,1.69159,0.000390745,0.000390745,0.000390745
234,9417.73,1.45347,1.27291,1.39469,0.64377,0.47817,0.49287,0.26668,2.01075,1.98009,1.6776,0.000385244,0.000385244,0.000385244
235,9458.04,1.43191,1.23453,1.39179,0.61017,0.48445,0.48206,0.24873,2.06456,1.90711,1.69514,0.000379743,0.000379743,0.000379743
236,9499.4,1.46338,1.21521,1.38466,0.75128,0.44823,0.50941,0.26265,2.03802,1.88934,1.7028,0.000374242,0.000374242,0.000374242
237,9541.14,1.44619,1.23652,1.37144,0.63694,0.46717,0.48333,0.26466,2.00715,1.93889,1.68248,0.00036874,0.00036874,0.00036874
238,9584.73,1.43596,1.2449,1.39042,0.70852,0.48467,0.51297,0.27083,2.0369,1.91071,1.68779,0.000363239,0.000363239,0.000363239
239,9628.76,1.45272,1.28631,1.40895,0.73489,0.45617,0.51278,0.27208,2.03097,1.92763,1.67039,0.000357738,0.000357738,0.000357738
240,9673.36,1.42426,1.20495,1.37883,0.77601,0.47161,0.51131,0.26587,2.04664,1.93409,1.67673,0.000352237,0.000352237,0.000352237
241,9714.75,1.4383,1.25458,1.39416,0.75698,0.44481,0.50678,0.27898,2.02396,1.88576,1.66076,0.000346736,0.000346736,0.000346736
242,9759.36,1.41975,1.18598,1.35921,0.71513,0.46309,0.52045,0.27812,1.97265,1.91641,1.63817,0.000341235,0.000341235,0.000341235
243,9800.7,1.36749,1.17834,1.36172,0.65808,0.51948,0.53455,0.28827,1.97604,1.91447,1.64146,0.000335734,0.000335734,0.000335734
244,9843.92,1.39619,1.18133,1.37684,0.76134,0.50107,0.54551,0.28351,2.01689,1.92859,1.67885,0.000330233,0.000330233,0.000330233
245,9885.85,1.42521,1.25456,1.4002,0.77079,0.47982,0.52766,0.28962,1.99529,1.88416,1.67259,0.000324732,0.000324732,0.000324732
246,9929.92,1.41524,1.20603,1.36678,0.7221,0.49297,0.53284,0.29012,2.01288,1.82469,1.686,0.000319231,0.000319231,0.000319231
247,9973.94,1.40264,1.22168,1.37061,0.66165,0.49258,0.51498,0.28712,1.97876,1.90826,1.67002,0.000313729,0.000313729,0.000313729
248,10015,1.37257,1.15687,1.34244,0.6948,0.46793,0.50694,0.27459,1.98199,1.88387,1.66385,0.000308228,0.000308228,0.000308228
249,10056.1,1.39472,1.18553,1.35154,0.76058,0.47709,0.53319,0.28885,1.99859,1.84219,1.6859,0.000302727,0.000302727,0.000302727
250,10097.9,1.351,1.15172,1.33048,0.73654,0.49098,0.5338,0.29062,2.01568,1.82489,1.66901,0.000297226,0.000297226,0.000297226
251,10141.7,1.38731,1.17637,1.35797,0.68804,0.48106,0.51995,0.28226,2.01193,1.88493,1.67947,0.000291725,0.000291725,0.000291725
252,10183.3,1.3793,1.13622,1.32769,0.69653,0.52146,0.54176,0.29749,1.97365,1.81856,1.64829,0.000286224,0.000286224,0.000286224
253,10228.2,1.38675,1.17495,1.34923,0.74606,0.51245,0.55967,0.31257,1.95864,1.78747,1.63916,0.000280723,0.000280723,0.000280723
254,10272.7,1.3423,1.12802,1.31912,0.76993,0.53766,0.57196,0.31688,1.91958,1.82477,1.6218,0.000275222,0.000275222,0.000275222
255,10317.5,1.34433,1.12449,1.33293,0.72344,0.48413,0.54242,0.29466,1.96121,1.84458,1.63453,0.000269721,0.000269721,0.000269721
256,10358.7,1.34551,1.14431,1.34053,0.72051,0.50714,0.55079,0.30279,1.96109,1.85613,1.63383,0.00026422,0.00026422,0.00026422
257,10399.3,1.34953,1.09823,1.30881,0.75515,0.49191,0.55107,0.29918,1.98732,1.82245,1.64228,0.000258718,0.000258718,0.000258718
258,10441.4,1.34598,1.09816,1.30864,0.69456,0.50451,0.537,0.2995,1.96299,1.88674,1.63949,0.000253217,0.000253217,0.000253217
259,10482.1,1.37332,1.18204,1.34053,0.79412,0.43777,0.53449,0.29562,1.94502,1.87565,1.62178,0.000247716,0.000247716,0.000247716
260,10523.1,1.31765,1.12,1.30553,0.72412,0.46498,0.53062,0.29004,1.99226,1.88526,1.65278,0.000242215,0.000242215,0.000242215
261,10563.6,1.34876,1.14153,1.32777,0.68155,0.50667,0.54472,0.29352,2.00134,1.88186,1.65927,0.000236714,0.000236714,0.000236714
262,10604,1.36734,1.15863,1.33264,0.72322,0.50467,0.54544,0.30745,1.98716,1.94663,1.65225,0.000231213,0.000231213,0.000231213
263,10644.6,1.3476,1.12961,1.32725,0.72153,0.53139,0.56832,0.32671,1.87321,1.80546,1.58842,0.000225712,0.000225712,0.000225712
264,10689.3,1.31558,1.07619,1.31131,0.77643,0.49236,0.56516,0.31423,1.93773,1.83765,1.6259,0.000220211,0.000220211,0.000220211
265,10729.5,1.29317,1.0496,1.27505,0.81359,0.48611,0.56738,0.32418,1.92012,1.83403,1.62356,0.00021471,0.00021471,0.00021471
266,10769.6,1.31089,1.08072,1.31235,0.84037,0.46637,0.55847,0.31241,1.96729,1.85977,1.6382,0.000209209,0.000209209,0.000209209
267,10809.8,1.32217,1.08961,1.30736,0.73074,0.50237,0.55018,0.31171,1.95787,1.87761,1.63212,0.000203707,0.000203707,0.000203707
268,10849.9,1.34195,1.12517,1.33208,0.76542,0.52688,0.56164,0.32154,1.93968,1.8226,1.62196,0.000198206,0.000198206,0.000198206
269,10890,1.28119,1.07758,1.30158,0.81015,0.52146,0.56877,0.32987,1.9118,1.82748,1.61855,0.000192705,0.000192705,0.000192705
270,10934.2,1.3365,1.11082,1.34606,0.77238,0.50595,0.57402,0.32822,1.93736,1.80316,1.62068,0.000187204,0.000187204,0.000187204
271,10974.8,1.31332,1.10355,1.32607,0.74552,0.54476,0.58279,0.33947,1.9094,1.76783,1.61231,0.000181703,0.000181703,0.000181703
272,11018.6,1.31154,1.10735,1.3156,0.79658,0.50848,0.56829,0.33468,1.88979,1.76528,1.59469,0.000176202,0.000176202,0.000176202
273,11059.2,1.28601,1.05852,1.29138,0.86721,0.50649,0.58089,0.34499,1.88836,1.72987,1.58577,0.000170701,0.000170701,0.000170701
274,11102.2,1.29692,1.08294,1.31511,0.82115,0.52915,0.58839,0.34536,1.9218,1.71557,1.60307,0.0001652,0.0001652,0.0001652
275,11145.2,1.29274,1.06163,1.30533,0.80844,0.53481,0.57841,0.34425,1.90673,1.76419,1.60634,0.000159699,0.000159699,0.000159699
276,11184.9,1.25502,1.04254,1.27643,0.78018,0.52913,0.57227,0.34244,1.86632,1.75949,1.5853,0.000154198,0.000154198,0.000154198
277,11224.9,1.28858,1.08405,1.29162,0.80866,0.50706,0.56785,0.33927,1.90193,1.81029,1.62757,0.000148696,0.000148696,0.000148696
278,11266.4,1.32487,1.09684,1.317,0.73252,0.54767,0.57887,0.34402,1.88888,1.79751,1.61895,0.000143195,0.000143195,0.000143195
279,11307.6,1.26866,1.06859,1.28411,0.75554,0.5303,0.5781,0.34017,1.90246,1.78284,1.62752,0.000137694,0.000137694,0.000137694
280,11350.3,1.24406,1.03624,1.2526,0.76016,0.53768,0.58116,0.34264,1.87982,1.77476,1.60844,0.000132193,0.000132193,0.000132193
281,11392.7,1.26109,1.0576,1.28343,0.74314,0.52832,0.57804,0.34508,1.88522,1.78907,1.60939,0.000126692,0.000126692,0.000126692
282,11434.9,1.28566,1.07801,1.28214,0.78108,0.50541,0.57488,0.34668,1.87738,1.80889,1.62143,0.000121191,0.000121191,0.000121191
283,11480.2,1.26314,1.03369,1.2935,0.79814,0.49242,0.56497,0.33369,1.90541,1.84343,1.61512,0.00011569,0.00011569,0.00011569
284,11523.3,1.29178,1.02406,1.28573,0.75368,0.52703,0.57284,0.34213,1.9095,1.78613,1.6274,0.000110189,0.000110189,0.000110189
285,11565.4,1.27844,1.05855,1.2898,0.78302,0.51469,0.57201,0.34251,1.89208,1.76182,1.62011,0.000104688,0.000104688,0.000104688
286,11607.5,1.27297,1.07521,1.30591,0.83165,0.47655,0.56571,0.34421,1.86958,1.76673,1.60526,9.91865e-05,9.91865e-05,9.91865e-05
287,11650.2,1.21935,0.9883,1.24001,0.8336,0.4733,0.57078,0.34733,1.84388,1.74063,1.58792,9.36854e-05,9.36854e-05,9.36854e-05
288,11695.9,1.26262,1.04258,1.2874,0.78381,0.49495,0.57779,0.34914,1.8454,1.74549,1.59037,8.81843e-05,8.81843e-05,8.81843e-05
289,11740.6,1.25777,1.04223,1.28223,0.71672,0.54583,0.58136,0.35163,1.83475,1.74979,1.58041,8.26832e-05,8.26832e-05,8.26832e-05
290,11785.5,1.24075,1.03303,1.27871,0.74108,0.53571,0.57726,0.34653,1.86831,1.76743,1.59435,7.71821e-05,7.71821e-05,7.71821e-05
291,11851.3,1.16142,0.86121,1.23536,0.76087,0.49242,0.56801,0.34542,1.89801,1.78118,1.60927,7.1681e-05,7.1681e-05,7.1681e-05
292,11892.6,1.16049,0.85621,1.23347,0.8179,0.47832,0.5712,0.34621,1.89176,1.7666,1.61087,6.61799e-05,6.61799e-05,6.61799e-05
293,11935,1.14827,0.82882,1.21933,0.76604,0.49515,0.568,0.34356,1.87946,1.76326,1.60528,6.06788e-05,6.06788e-05,6.06788e-05
294,11979.3,1.15533,0.83345,1.21583,0.77965,0.50227,0.57403,0.34446,1.90155,1.76297,1.60753,5.51777e-05,5.51777e-05,5.51777e-05
295,12021.7,1.12873,0.80751,1.20215,0.80364,0.50232,0.57911,0.34495,1.91805,1.77345,1.60788,4.96766e-05,4.96766e-05,4.96766e-05
296,12063,1.13191,0.80879,1.20196,0.83769,0.49023,0.57321,0.34766,1.87742,1.78184,1.60005,4.41755e-05,4.41755e-05,4.41755e-05
297,12103,1.1409,0.82956,1.22627,0.84215,0.50343,0.58873,0.35394,1.83706,1.76064,1.58056,3.86744e-05,3.86744e-05,3.86744e-05
298,12146.1,1.14306,0.79897,1.21846,0.81501,0.50473,0.57632,0.34724,1.85694,1.76955,1.58659,3.31733e-05,3.31733e-05,3.31733e-05
299,12186.5,1.1103,0.80724,1.20732,0.80562,0.51335,0.57694,0.34809,1.8599,1.78135,1.58968,2.76722e-05,2.76722e-05,2.76722e-05
300,12227.8,1.11778,0.78986,1.20144,0.79391,0.51748,0.57566,0.34917,1.86479,1.78147,1.59272,2.21711e-05,2.21711e-05,2.21711e-05
